large3,service_41635,service_774
large3,service_22258,service_799
large3,service_25260,service_792
large3,service_30022,service_809
large3,service_9539,service_817
large3,service_13028,service_817
large1,service_45433
compute3,service_2018
compute3,service_2864
compute3,service_31475
compute3,service_34373
large1,service_18,service_6926
compute3,service_33735,service_786
large1,service_31636,service_792
large1,service_2132,service_809
large1,service_1152,service_807
large1,service_56,service_777
classic4,service_78,service_12001
classic4,service_4,service_6947
classic4,service_828,service_6947
classic4,service_785,service_799
classic2,service_770
classic2,service_802,service_6939
classic2,service_773,service_799
classic1,service_812
classic1,service_788,service_6916
memory1,service_818
compute2,service_825
large3,service_2553,service_31158
compute2,service_2632,service_6953
large1,service_2007,service_31369
compute2,service_2083,service_6917
large3,service_2209,service_31183
compute2,service_1626,service_6924
large3,service_2260,service_31183
large3,service_31326,service_31369
classic2,service_31333,service_6953
classic2,service_31342,service_6924
memory2,service_31332
compute1,service_1039
compute1,service_2341
compute1,service_3005
compute3,service_3452
compute3,service_4104
compute3,service_6068
compute3,service_9757
compute3,service_9780
compute3,service_10615
compute3,service_11004
compute3,service_19927
compute3,service_22699
compute3,service_23002
compute3,service_26567
compute3,service_27450
compute3,service_30163
compute3,service_31362
compute3,service_35339
compute3,service_36214
compute3,service_39200
compute3,service_42087
compute3,service_45155
compute3,service_46455
compute3,service_48449
compute3,service_54005
compute3,service_57866
compute3,service_57941
large1,service_17079,service_6939
large1,service_54433,service_6939
large3,service_14704,service_58420
compute3,service_45815,service_43368
compute3,service_20965,service_12001
compute3,service_59088,service_12001
large3,service_36606,service_58420
compute3,service_54297,service_6926
compute3,service_41675,service_6953
large3,service_54108,service_58420
large1,service_33997,service_6925
compute3,service_13862,service_6940
large1,service_47913,service_6945
large3,service_22460,service_58420
compute3,service_4458,service_6917
compute3,service_16820,service_6917
large1,service_20070,service_6917
large1,service_40853,service_6924
large1,service_42646,service_6924
large1,service_55817,service_6924
large1,service_60327,service_6924
large1,service_13580,service_6924
compute3,service_18029,service_6924
large1,service_54087,service_58426
large1,service_37468,service_58426
compute3,service_45016,service_6924
compute3,service_29294,service_6924
compute3,service_58031,service_6924
large1,service_12066,service_6924
large1,service_52660,service_58426
large1,service_24251,service_58426
large1,service_53967,service_58426
large1,service_22311,service_58426
large1,service_58188,service_58426
large3,service_56988,service_58439
large3,service_33616,service_40184
compute3,service_38274,service_6924
large1,service_4712,service_58432
large1,service_36558,service_58432
compute3,service_35525,service_51164
large3,service_28517,service_58420
compute3,service_55298,service_6924
compute3,service_4976,service_6924
large3,service_43934,service_40184
compute3,service_48847,service_6924
compute3,service_4536,service_51164
large1,service_55297,service_58432
large1,service_58610,service_58432
large1,service_45806,service_6924
large1,service_34298,service_58432
large3,service_9440,service_40184
large1,service_33898,service_58432
